"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"3293",0,0,0,75,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,10,27,4,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0
"3294",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,7,0,1,6,7,0,1,0,3,2,0,0,1,7,23,0,0,0,0,0,0,0,27,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,7,1,6,0,0,0,0,16,0,11,0,0,0,0,0,1,0
"3295",1,0,1,0,0,0,11,0,16,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,2,0,0,0,37,0,0,0,0,0,1,0,0,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,8,0,0,0,0,0,3,0,0,5
"3296",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,44,0,1,0,0,0,0,0,0,0,0,0,4,0,15,0,0,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,1,0,26,14,0,19,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,11,0,0,0,9,0,0,0,0,0,2,2,0,0,0
"3297",1,0,0,51,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,51,0,1,13,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,2,0,0,0,0,0,0,2,0,35,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3298",0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3299",0,0,0,0,0,0,0,0,0,9,0,5,0,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,4,5,0,0,0,27,0,0,1,0,17,0,1,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"3300",0,3,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,35,0,70,0,2,4,0,17,0,0,37,0,0,0,0,0,3,1,0,2,3,6,2,0,0,0,0,2,0,25,0,0,0,0,0,27,8,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,0,0,4
"3301",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,12,0,0,0,0,0,0,5,0,8,1,0,0,0,0,4,0,0,0,2,0,4,75,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0
"3302",0,0,1,0,0,0,0,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,45,0,0,0,0,5,2,88,0,0,0,1,0,1,0,0,0,4,0,0,5,2,0,0,0,0,0
"3303",0,0,0,3,0,0,4,0,9,0,0,4,0,1,0,0,1,0,0,0,0,0,0,18,0,0,5,2,0,0,0,1,0,4,0,187,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3304",0,0,0,0,7,0,0,0,5,0,0,0,0,39,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,11,0,0,1,6,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3305",0,0,0,22,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,12,9,0,4,0,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3306",0,5,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"3307",0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,88,0,0,0,0,0,0,0,0
"3308",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0,0,0,4,0,0,0,1,5,0,73,0,0,0,0,0,0,0,0,0,0,0,22,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0
"3309",0,4,18,0,0,0,12,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,14,0,0,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"3310",0,0,0,0,0,0,50,0,16,0,0,1,0,0,11,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,27,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"3311",0,0,0,0,0,0,0,0,0,83,0,1,1,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,3,0,0,0,1,9,78,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,38,4,0,10,0,0,0,0,1,8,0,0,0,0,16,0,0,31,0,0,0,3,7,0,0,0,1,0
"3312",11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,10,0,0,0,26,13,0,0,0,0,2,0,0,2,0,3,0,0,0,0,48,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"3313",7,1,0,0,0,72,0,1,0,0,0,11,0,0,0,0,4,0,0,4,5,0,5,0,6,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,25,0,2,1,0,0,0,0,0,0,0,3,15,3,0,0,0,1,0,0,0,0,0,7,0,1,9,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
"3314",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"3315",6,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,3,0,0,0,0,0,18,0,0,5,0,0,0,0,1,0,0,1,0,7,0,1,1,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,30,0,0
"3316",12,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,0,3
"3317",0,0,0,38,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,16,1,139,0,0,0,0,0,0,0,0,7,0,0,0,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
"3318",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,50,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1
"3319",1,0,0,0,0,0,4,0,22,0,0,10,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2,0,0,0,4,0,0,0,0,0,13,0,0,0,0
"3320",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,8,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,39,0,0,0,0,22,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0
"3321",0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,15,0,0,0,0,0,26,2,0,0,0,0,5,0,0,0,0,0
"3322",0,71,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"3323",0,0,10,1,0,0,0,2,0,0,0,6,0,0,0,1,0,0,1,0,0,76,1,0,0,0,21,0,0,0,18,0,0,0,0,0,3,0,11,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0
"3324",0,0,0,0,0,0,0,3,0,0,0,8,0,1,0,0,0,0,0,14,0,23,0,7,6,10,0,0,0,0,11,0,0,0,0,0,0,1,20,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"3325",0,0,1,0,0,0,0,7,0,0,0,6,0,0,0,0,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,141,4,0,0,0,0,0,0,0,0,0,1,22,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3326",0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,40,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,48,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,59,0,0,0,0,3,1,0
"3327",0,0,0,0,0,0,1,0,0,1,1,19,4,7,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,2,0,12,0,0,0,29,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,9,0,0,0,7,0,0,0,0,0,1
"3328",0,0,1,13,0,0,2,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,28,0,0,0,0,24,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,3,0,2,0
"3329",0,0,0,0,46,0,2,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2,0,14,0,0,0,6,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,5,0,0,0,0
"3330",0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,20,0,0,48,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,0,0
"3331",0,0,0,0,0,9,2,0,0,0,0,3,0,0,0,0,9,0,1,0,0,5,46,3,0,0,0,0,4,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,4,9,0,0,6,0,0,9,5,6,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,4,0,0,1,0,0,0,13,0,9,0,1,0,1,0,4,12,11,0,69,0,0,0,0,19,0,0,0
"3332",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,11,0,13,0,0,0,0,0,0,4,0,0,0,0,9,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,29,0,0,0,0,0,0
"3333",2,0,0,0,0,1,0,0,7,0,1,4,0,3,1,0,0,0,0,0,12,0,0,0,10,9,20,0,0,0,0,1,0,0,21,0,0,10,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,36,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,16,12,0,0,0,0,0,3,3,15,7,2,0,0
"3334",0,2,0,0,7,0,1,10,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,10,13,0,8,0,19,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,1,0,0,0,1,0,5,33,0,0,0,0,1,0,0,0,9,0,6,0,0,1,0,0,0,9,6,14,1,69,35,0
"3335",1,7,0,0,0,0,0,0,0,0,0,46,0,0,1,0,2,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,5,0,77,1,0,4,1,0,0,4,0,0,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,13,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
"3336",0,0,0,0,7,0,0,0,0,24,0,1,0,5,3,5,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,9,1,40,16,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
"3337",0,0,0,0,0,0,0,0,0,0,0,3,4,0,14,0,1,4,0,1,0,0,0,0,12,18,1,1,0,2,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,21,0,1,0,4,9,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,9,3,0,0,2,11,1,2,5,0,0,4,0,3,0,0,0,0,0
"3338",0,0,40,0,0,0,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,4,0,0,2,14,5,0,0,6,0,1,2,0,0,0,0,2,0,9,0,14,0,0,0,0,0
"3339",0,0,0,0,0,60,0,0,0,0,0,4,0,1,0,0,0,0,2,0,6,0,3,0,0,0,0,0,0,0,1,0,0,7,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,12,0,20,0,0,1,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3340",0,11,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,30,0,27,0,0,15,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0
"3341",0,0,0,0,0,0,0,0,0,3,0,14,0,6,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,32,6,0,0,0,0,0,0,16,5,1,0,0,0,0,2,0,0,0,0,0,0,18,0,1,12,0,0,0,13,40,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22
"3342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,9,0,0,0,4,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3343",0,0,0,0,2,0,0,0,0,16,20,0,5,0,0,0,0,1,0,0,0,4,0,1,0,0,0,8,0,11,0,8,0,20,1,0,0,0,0,0,1,0,2,0,0,0,3,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,9,1,0,0,12,0,0,0,2,0,0,12,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12
"3344",0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0,0,0,0,12,0,21,0,1,0,9,0,0,0,0,0,13,0,0,0,0,1,0,3,0,0,0,0,3,0,4,2,1,0,3,0,0,0,0,2,1,1,0,0,3,0,0,0,0,0,0,41,3,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,7,0,0,0,1
"3345",0,0,0,0,1,0,0,0,8,1,0,2,1,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,25,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,15,0,0,3,0,0,20,0,0,0,0,14,0,0,0,0,0,1,10,3,0,14,1,0,0,4,12,2,0,0,1,0,0,0,0,0,12,0
"3346",0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,32,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,22,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,11,1,29,0,0,0,0,3,0,1,0,8,0,2,0,2,0,0,0,0,0,9,0,0,0,0
"3347",0,0,0,0,0,0,27,0,0,0,4,0,1,0,16,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,5,0,0,12,0,0,0,0,4,0,19,3,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,4,3,0,0,3,4,1,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0
"3348",0,0,3,0,2,0,0,4,17,0,0,13,18,10,0,0,0,3,2,0,4,1,0,0,0,0,3,0,28,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,9,18,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,1,23,1,0,6,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"3349",46,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,3,0,0,0,0,1,0,2,0,0,18,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11,0,12,0,0,0,0,5,0,0,0,2,0,4,19,0,0,0,0,6,0,0,0,0,7,0,6,0,16,25,0,0,20,7,0,0,0,2,0,0,0,0,0,0,0,2,0
"3350",0,0,0,0,2,0,1,0,0,0,0,4,3,0,0,0,0,2,2,0,0,0,1,0,6,0,0,0,9,0,0,0,13,0,0,0,0,0,0,3,0,0,0,6,11,0,18,4,0,0,0,0,3,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,1,3,0,0,11,3,0,0,4,0,9,0,0,14,0,7,0,0,1,0,15,0,0,0,9,0,0,2,0
"3351",0,0,2,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,15,0,17,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3352",1,1,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,0,67,10,0,12,24,0,0,0,0,1,0,0,0,0,0,14,0,0,0,35,0,0,0,0,0,0,0,0,0,0
"3353",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
"3354",0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,50,8,6,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,7,0,0,0,30,0,0,2,0,0,1,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,12,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,1
"3355",0,8,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,3,2,0,0,0,0,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,31,0,0
"3356",0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,83,0,0,0,0,9,1,0,0,0,0,0,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,0,1,14,0,0,0,1,0,1,0,4,0,0,0,1,23,21,1,0,0,17,0,11,0,0,0,0,1,0,0,2,0,0,0,2,3
"3357",0,0,0,0,7,0,0,0,0,0,1,4,0,6,0,1,0,0,0,0,0,0,1,0,0,16,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,2,0,2,0,20,0,0,0,0,0,0,21,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,0,0,0,4,13,0,0,0,0
"3358",5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,1,0,0,0,0,1,0,0,0,2,0,4,1,0,1,0,0,3,0,0,5,4,0,2,0,0,4,9,0,1,10,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,4,2,0,0,0,1,0,0,0,0,4,0,4,0,0,0
"3359",0,0,0,0,3,0,0,0,12,0,0,0,0,25,0,0,0,34,3,1,26,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,11,2,0,0,2,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,1,0,4,0,0,3,2,0,2,0,0,0,0,0,4,0,3,0,0,0,0,0
